N,P,K,temperature,humidity,ph,rainfall,label,Total_NPK,N_P_ratio,N_K_ratio,P_K_ratio
20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,pigeonpeas,107,0.2777777777777778,1.3333333333333333,4.8
31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,pigeonpeas,110,0.5535714285714286,1.3478260869565217,2.4347826086956523
0,70,21,36.30049702,56.03021253,4.672437054,101.6073988,pigeonpeas,91,0.0,0.0,3.3333333333333335
21,74,15,29.49096726,67.10604388,6.471862118,153.2504506,pigeonpeas,110,0.28378378378378377,1.4,4.933333333333334
13,67,18,30.5753044,34.75591197,5.384762927000001,177.5764304,pigeonpeas,98,0.19402985074626866,0.7222222222222222,3.7222222222222223
27,74,20,24.69487673,59.96669215,5.8598134160000015,91.95792434,pigeonpeas,121,0.36486486486486486,1.35,3.7
29,72,24,23.17409556,36.67847052,6.962386495,162.5931264,pigeonpeas,125,0.4027777777777778,1.2083333333333333,3.0
5,68,20,19.04380471,33.10695144,6.12166671,155.3705624,pigeonpeas,93,0.07352941176470588,0.25,3.4
39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,pigeonpeas,115,0.6842105263157895,2.0526315789473686,3.0
22,62,16,34.6455408,54.32342534,4.828936119,180.9009998,pigeonpeas,100,0.3548387096774194,1.375,3.875
18,55,23,21.9989826,56.31006755,6.98571967,136.82743119999998,pigeonpeas,96,0.32727272727272727,0.782608695652174,2.391304347826087
39,77,21,22.99774444,60.24218572,4.603563116,159.689339,pigeonpeas,137,0.5064935064935064,1.8571428571428572,3.6666666666666665
13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,pigeonpeas,108,0.17333333333333334,0.65,3.75
27,71,24,31.46417866,48.17631461,7.064973419,165.40535400000005,pigeonpeas,122,0.38028169014084506,1.125,2.9583333333333335
26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,pigeonpeas,112,0.40625,1.1818181818181819,2.909090909090909
23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,pigeonpeas,94,0.41818181818181815,1.4375,3.4375
4,69,19,19.25100056,47.70351758,5.374358869,149.063196,pigeonpeas,92,0.057971014492753624,0.21052631578947367,3.6315789473684212
20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,pigeonpeas,106,0.29850746268656714,1.0526315789473684,3.526315789473684
7,74,17,22.47253208,62.56532471,5.667419697000001,96.74706956,pigeonpeas,98,0.0945945945945946,0.4117647058823529,4.352941176470588
17,64,18,36.75087487,58.25799145,6.07938452,124.6028153,pigeonpeas,99,0.265625,0.9444444444444444,3.5555555555555554
35,71,17,29.89286629,66.35375127,6.931924962999999,198.1403003,pigeonpeas,123,0.49295774647887325,2.0588235294117645,4.176470588235294
11,72,22,29.37735586,44.82294584,6.842744374,172.40168,pigeonpeas,105,0.1527777777777778,0.5,3.272727272727273
20,60,22,29.65052947,42.89833235,6.876572502999999,186.9226052,pigeonpeas,102,0.3333333333333333,0.9090909090909091,2.727272727272727
10,71,18,19.54284889,66.34777265,6.151029296,173.11069819999997,pigeonpeas,99,0.14084507042253522,0.5555555555555556,3.9444444444444446
33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,pigeonpeas,118,0.5409836065573771,1.375,2.5416666666666665
3,49,18,27.91095209,64.70930606,3.692863601,32.67891866,mothbeans,70,0.061224489795918366,0.16666666666666666,2.7222222222222223
22,59,23,27.32220619,51.27868781,4.371745575,36.5037914,mothbeans,104,0.3728813559322034,0.9565217391304348,2.5652173913043477
36,58,25,28.66024187,59.3189118,8.399135957999999,36.92629678,mothbeans,119,0.6206896551724138,1.44,2.32
4,43,18,29.02955344,61.09387478,8.840656256,72.98016599,mothbeans,65,0.09302325581395349,0.2222222222222222,2.388888888888889
29,54,16,27.78031515,54.65030015,8.153022903,32.05025323,mothbeans,99,0.5370370370370371,1.8125,3.375
32,43,22,31.99928579,54.1077461,5.270749441,71.6266696,mothbeans,97,0.7441860465116279,1.4545454545454546,1.9545454545454546
14,55,15,27.33580911,55.27755933,8.050304395,73.44775287,mothbeans,84,0.2545454545454545,0.9333333333333333,3.6666666666666665
5,35,20,28.92952635,53.57014709,9.679240873,66.35634104,mothbeans,60,0.14285714285714285,0.25,1.75
25,57,24,27.65472156,58.59986279,6.974978386,36.94255012,mothbeans,106,0.43859649122807015,1.0416666666666667,2.375
11,53,24,28.52396666,55.77264351,7.39389918,61.32935611,mothbeans,88,0.20754716981132076,0.4583333333333333,2.2083333333333335
40,49,17,31.02215872,45.89239456,6.68727523,53.56783314,mothbeans,106,0.8163265306122449,2.3529411764705883,2.8823529411764706
38,56,25,25.74095321,45.38497051,7.88118645,67.43488235,mothbeans,119,0.6785714285714286,1.52,2.24
27,43,23,31.70447482,56.85420099,5.875333778,44.94317432,mothbeans,93,0.627906976744186,1.173913043478261,1.8695652173913044
24,38,22,24.47876451,58.51663927,8.202706015,34.96933295,mothbeans,84,0.631578947368421,1.0909090909090908,1.7272727272727273
23,45,21,31.46511256,51.79939437,8.985348193,74.44330654,mothbeans,89,0.5111111111111111,1.0952380952380953,2.142857142857143
29,57,20,25.60973447,50.7330069,5.87707519,53.39249517,mothbeans,106,0.5087719298245614,1.45,2.85
31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,mothbeans,89,0.8857142857142857,1.3478260869565217,1.5217391304347827
0,55,25,28.17489437,43.6672299,4.524171562,45.78172762,mothbeans,80,0.0,0.0,2.2
7,45,22,25.50634557,44.8302551,9.926212291,74.32635105,mothbeans,74,0.15555555555555556,0.3181818181818182,2.0454545454545454
17,58,25,31.12896766,43.58788762,6.455592696,32.76742894,mothbeans,100,0.29310344827586204,0.68,2.32
11,44,17,26.34043268,55.59160391,8.016210782,35.1051197,mothbeans,72,0.25,0.6470588235294118,2.588235294117647
22,49,22,28.23494706,61.5620517,3.71105919,72.66666443,mothbeans,93,0.4489795918367347,1.0,2.227272727272727
9,51,19,27.04453473,49.32609633,5.49091063,48.25207759,mothbeans,79,0.17647058823529413,0.47368421052631576,2.6842105263157894
28,48,15,25.16125354,55.25435777,9.254089438,40.89732789,mothbeans,91,0.5833333333333334,1.8666666666666667,3.2
26,50,19,27.3179125,51.66921088,6.005242945,32.55919573,mothbeans,95,0.52,1.368421052631579,2.6315789473684212
36,56,20,25.4123765,49.66474269,7.437078236,31.87416982,mothbeans,112,0.6428571428571429,1.8,2.8
8,60,18,31.21629982,46.01868196,3.808429173,53.1205277,mothbeans,86,0.13333333333333333,0.4444444444444444,3.3333333333333335
24,37,21,30.573999,58.22686794,5.818219385,62.74803826,mothbeans,82,0.6486486486486487,1.1428571428571428,1.7619047619047619
22,43,24,25.42517036,53.22082660000001,4.52363558,46.19374559,mothbeans,89,0.5116279069767442,0.9166666666666666,1.7916666666666667
36,43,24,27.09400578,43.65305437,3.510404312,41.53749535,mothbeans,103,0.8372093023255814,1.5,1.7916666666666667
22,44,24,24.30935081,56.32938343,6.030447288,58.99536268,mothbeans,90,0.5,0.9166666666666666,1.8333333333333333
17,43,22,30.06142622,45.90067655,5.498340807999999,41.0550915,mothbeans,82,0.3953488372093023,0.7727272727272727,1.9545454545454546
8,45,15,28.09568993,60.98353839999999,4.61136408,33.84110759,mothbeans,68,0.17777777777777778,0.5333333333333333,3.0
7,56,23,26.33908791,40.00933429,5.545219232000001,55.50429227,mothbeans,86,0.125,0.30434782608695654,2.4347826086956523
36,57,16,28.61409059,57.14218792,8.292875733999999,57.02891698,mothbeans,109,0.631578947368421,2.25,3.5625
11,45,19,28.70012137,44.359648,3.828031463,44.11622138,mothbeans,75,0.24444444444444444,0.5789473684210527,2.3684210526315788
6,36,22,24.21610338,59.79236306,8.869532817,42.24783476,mothbeans,64,0.16666666666666666,0.2727272727272727,1.6363636363636365
17,57,20,28.50677929,45.20094476,3.793575185,66.1761456,mothbeans,94,0.2982456140350877,0.85,2.85
4,47,20,25.97948991,64.95585424,4.193189124,72.19245835,mothbeans,71,0.0851063829787234,0.2,2.35
9,49,16,30.88482722,41.36561835,7.661537347999999,55.053805,mothbeans,74,0.1836734693877551,0.5625,3.0625
25,51,24,25.5042419,61.66852372,9.392694614,65.07981523,mothbeans,100,0.49019607843137253,1.0416666666666667,2.125
36,44,21,25.12528913,51.33189406,4.516154055,38.48678973,mothbeans,101,0.8181818181818182,1.7142857142857142,2.0952380952380953
21,38,20,27.10508014,63.56791363,5.794289715,62.20279647,mothbeans,79,0.5526315789473685,1.05,1.9
37,57,20,31.1006247,44.82069159,7.354286985,70.79934452,mothbeans,114,0.6491228070175439,1.85,2.85
32,48,18,26.45707778,56.40226277,5.993513566,64.16167699,mothbeans,98,0.6666666666666666,1.7777777777777777,2.6666666666666665
29,44,20,30.04132304,63.56222995,8.620107545,31.83192392,mothbeans,93,0.6590909090909091,1.45,2.2
25,51,18,27.77799528,54.82130787,9.45949344,50.28438729,mothbeans,94,0.49019607843137253,1.3888888888888888,2.8333333333333335
10,44,24,30.99256944,43.02151392,8.0344125,58.27600682,mothbeans,78,0.22727272727272727,0.4166666666666667,1.8333333333333333
23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,mothbeans,76,0.6571428571428571,1.2777777777777777,1.9444444444444444
9,60,23,31.96987867,57.17377029,6.2760043360000015,64.25520357,mothbeans,92,0.15,0.391304347826087,2.608695652173913
3,58,21,25.36140526,46.82652785,9.160691747,55.60523179,mothbeans,82,0.05172413793103448,0.14285714285714285,2.761904761904762
22,42,22,25.54249137,56.96640758,7.887658711,48.46797044,mothbeans,86,0.5238095238095238,1.0,1.9090909090909092
12,39,21,28.99319096,62.85948245,8.183844843,70.4713043,mothbeans,72,0.3076923076923077,0.5714285714285714,1.8571428571428572
39,36,22,29.34317422,60.50320928,9.072011412,34.03335472,mothbeans,97,1.0833333333333333,1.7727272727272727,1.6363636363636365
32,41,16,28.63618921,61.39451307,7.702287236,68.54877876,mothbeans,89,0.7804878048780488,2.0,2.5625
30,41,15,24.83206631,44.17085032,5.88509677,52.0810886,mothbeans,86,0.7317073170731707,2.0,2.7333333333333334
19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,mothbeans,77,0.5277777777777778,0.8636363636363636,1.6363636363636365
4,46,15,31.01274943,62.40392519,3.504752314,63.77192383,mothbeans,65,0.08695652173913043,0.26666666666666666,3.066666666666667
21,39,20,27.06179658,52.3003173,7.388007482999999,60.74583498,mothbeans,80,0.5384615384615384,1.05,1.95
35,57,25,27.0956288,42.26206161,8.340398059,71.12710390000002,mothbeans,117,0.6140350877192983,1.4,2.28
22,55,24,28.56800579,57.30636014,8.66077954,64.53027638,mothbeans,101,0.4,0.9166666666666666,2.2916666666666665
35,51,17,28.79929247,49.84213387,3.558822825,40.85534718,mothbeans,103,0.6862745098039216,2.0588235294117645,3.0
17,56,17,27.94293692,45.41393636,5.9565851,69.66289997,mothbeans,90,0.30357142857142855,1.0,3.2941176470588234
28,57,17,30.47757686,61.58245338,9.416003106,61.86633917,mothbeans,102,0.49122807017543857,1.6470588235294117,3.3529411764705883
22,36,16,30.58139475,50.77148138,8.18422855,64.58559639,mothbeans,74,0.6111111111111112,1.375,2.25
11,41,19,26.85911286,41.81420849,5.131779302,44.13827124,mothbeans,71,0.2682926829268293,0.5789473684210527,2.1578947368421053
38,38,18,26.31051759,61.18749126,6.294130312999999,35.73403813,mothbeans,94,1.0,2.111111111111111,2.111111111111111
23,37,24,28.77833449,44.2252605,7.991902443,33.95825723,mothbeans,84,0.6216216216216216,0.9583333333333334,1.5416666666666667
25,35,20,28.90245417,43.35365671,8.923095695,71.90018566,mothbeans,80,0.7142857142857143,1.25,1.75
40,45,20,29.37687468,57.69622912,6.878498176,38.34303462,mothbeans,105,0.8888888888888888,2.0,2.25
23,58,19,24.17093241,58.25204566,5.243634848999999,59.18953429,mothbeans,100,0.39655172413793105,1.2105263157894737,3.0526315789473686
2,56,23,26.65333029,59.79023382,7.550090941,36.91852635,mothbeans,81,0.03571428571428571,0.08695652173913043,2.4347826086956523
3,56,17,28.19912143,53.50567601,8.709291687999999,52.13580529,mothbeans,76,0.05357142857142857,0.17647058823529413,3.2941176470588234
26,51,25,28.76488954,52.62741529,7.792508067999999,55.21606732,mothbeans,102,0.5098039215686274,1.04,2.04
39,42,20,29.3499706,61.25353851,8.055908857999999,40.82840673,mothbeans,101,0.9285714285714286,1.95,2.1
27,59,20,28.00937423,52.60950014,4.397698806,36.01203025,mothbeans,106,0.4576271186440678,1.35,2.95
24,45,19,26.85851927,48.8246387,5.9523849570000005,34.7426459,mothbeans,88,0.5333333333333333,1.263157894736842,2.3684210526315788
7,40,17,31.2123945,40.92604945,8.532078732999999,53.78769958,mothbeans,64,0.175,0.4117647058823529,2.3529411764705883
15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,mothbeans,83,0.3333333333333333,0.6521739130434783,1.9565217391304348
26,52,23,29.98835437,49.60384796,4.931890506,52.92929636,mothbeans,101,0.5,1.1304347826086956,2.260869565217391
20,45,16,29.93964907,54.61813464,4.626212446,45.43669946,mothbeans,81,0.4444444444444444,1.25,2.8125
34,54,24,31.2119298,41.55934359,5.026003659,68.80141783,mothbeans,112,0.6296296296296297,1.4166666666666667,2.25
19,51,25,26.80474415,48.23991436,3.5253661,43.87801983,mothbeans,95,0.37254901960784315,0.76,2.04
29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,mothbeans,91,0.7073170731707317,1.380952380952381,1.9523809523809523
20,50,22,30.99694676,46.42693735,9.406887533,38.31597852,mothbeans,92,0.4,0.9090909090909091,2.272727272727273
11,40,23,29.61253065,63.04749127,5.80428611,50.1978269,mothbeans,74,0.275,0.4782608695652174,1.7391304347826086
15,54,15,29.97604322,57.03184356,8.35495812,44.86052932,mothbeans,84,0.2777777777777778,1.0,3.6
35,55,22,30.88883074,52.62696801,8.634929739,55.51932414,mothbeans,112,0.6363636363636364,1.5909090909090908,2.5
9,59,25,30.39321309,60.16299493,7.699200949,35.37493212,mothbeans,93,0.15254237288135594,0.36,2.36
40,45,18,30.43683729,55.20522037,5.261285926,30.92014047,mothbeans,103,0.8888888888888888,2.2222222222222223,2.5
35,38,19,25.32688786,63.18180319,9.112771682,32.71129281,mothbeans,92,0.9210526315789473,1.8421052631578947,2.0
14,58,17,30.53684308,59.96664731,4.605700542,33.48919022,mothbeans,89,0.2413793103448276,0.8235294117647058,3.411764705882353
40,55,18,30.38257873,40.5926071,7.115994051,47.95406479,mothbeans,113,0.7272727272727273,2.2222222222222223,3.0555555555555554
18,36,23,24.01825377,53.76623369,7.214078621,35.03404425,mothbeans,77,0.5,0.782608695652174,1.565217391304348
35,52,15,28.69841277,61.14754363,9.93509073,65.67591794,mothbeans,102,0.6730769230769231,2.3333333333333335,3.466666666666667
4,59,22,29.33743412,49.00323081,8.914074888,42.44054315,mothbeans,85,0.06779661016949153,0.18181818181818182,2.6818181818181817
22,51,16,27.96583691,61.34900107,8.639586199,70.10472076,mothbeans,89,0.43137254901960786,1.375,3.1875
33,47,17,24.86803974,48.27531965,8.621514073,63.9187654,mothbeans,97,0.7021276595744681,1.9411764705882353,2.764705882352941
2,51,17,25.87682261,45.96341933,5.838508699,38.53254678,mothbeans,70,0.0392156862745098,0.11764705882352941,3.0
16,51,21,31.01963639,49.97675220000001,3.532008668,32.81296548,mothbeans,88,0.3137254901960784,0.7619047619047619,2.4285714285714284
19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,mungbean,94,0.34545454545454546,0.95,2.75
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,mungbean,82,0.14814814814814814,0.4,2.7
36,55,20,27.01470397,84.34262707,6.635968697999999,55.296354,mungbean,111,0.6545454545454545,1.8,2.75
10,56,16,28.17432665,81.04554836,6.828187498999998,36.35720652,mungbean,82,0.17857142857142858,0.625,3.5
22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,mungbean,95,0.39285714285714285,1.2941176470588236,3.2941176470588234
9,57,24,29.89232778,89.71503316,7.165121108999998,42.99498978,mungbean,90,0.15789473684210525,0.375,2.375
34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,mungbean,116,0.576271186440678,1.4782608695652173,2.5652173913043477
31,51,25,27.53592929,85.57019009999998,7.196774236,53.01899249,mungbean,107,0.6078431372549019,1.24,2.04
0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,mungbean,67,0.0,0.0,2.7222222222222223
21,39,20,28.14448546,82.1193047,7.064782137999999,46.75690086,mungbean,80,0.5384615384615384,1.05,1.95
28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,mungbean,85,0.8,1.2727272727272727,1.5909090909090908
17,52,17,27.88352946,86.45147631,6.364967184,44.64407105,mungbean,86,0.3269230769230769,1.0,3.0588235294117645
24,42,23,28.22471276,82.35916228,6.428054409,44.01206619,mungbean,89,0.5714285714285714,1.0434782608695652,1.826086956521739
28,46,16,29.008124,84.96089355,6.664187809,45.91011391,mungbean,90,0.6086956521739131,1.75,2.875
21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,mungbean,80,0.5526315789473685,1.0,1.8095238095238095
34,60,25,29.78416743,85.16906976,6.79385576,40.77872823,mungbean,119,0.5666666666666667,1.36,2.4
19,53,22,27.8640132,80.4513142,6.852884642999999,42.83053902,mungbean,94,0.3584905660377358,0.8636363636363636,2.409090909090909
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,mungbean,104,0.5344827586206896,2.066666666666667,3.8666666666666667
19,35,24,27.11030369,83.64274107,6.883308033,49.11964582,mungbean,78,0.5428571428571428,0.7916666666666666,1.4583333333333333
24,53,17,28.95451232,89.07866095,6.421271178,57.65901369,mungbean,94,0.4528301886792453,1.411764705882353,3.1176470588235294
13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,mungbean,80,0.2765957446808511,0.65,2.35
31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,mungbean,100,0.5849056603773585,1.9375,3.3125
28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,mungbean,96,0.6222222222222222,1.2173913043478262,1.9565217391304348
31,37,21,27.23924995,86.404241,6.713410626,37.31236904,mungbean,89,0.8378378378378378,1.4761904761904763,1.7619047619047619
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,mungbean,108,0.55,2.2,4.0
34,45,21,28.18837136,82.60629652,6.2873801170000005,37.01110438,mungbean,100,0.7555555555555555,1.619047619047619,2.142857142857143
13,57,25,28.30041493,86.20681554,6.86308576,50.47333854,mungbean,95,0.22807017543859648,0.52,2.28
33,57,17,27.89636126,88.71782287,6.78415271,57.79863368,mungbean,107,0.5789473684210527,1.9411764705882353,3.3529411764705883
32,57,22,28.6899851,87.50436797,6.769415887999999,44.56598352,mungbean,111,0.5614035087719298,1.4545454545454546,2.590909090909091
23,59,25,27.826262300000003,88.73100226,6.320768488,56.68833819,mungbean,107,0.3898305084745763,0.92,2.36
35,41,18,28.70562673,81.59200689,6.7050085039999985,59.87065439,mungbean,94,0.8536585365853658,1.9444444444444444,2.2777777777777777
6,48,24,28.6362812,84.61431076,6.790736339,48.48319335,mungbean,78,0.125,0.25,2.0
29,36,25,28.28511547,88.4393979,7.130278657000001,48.56690235,mungbean,90,0.8055555555555556,1.16,1.44
4,36,22,27.60887393,86.13316408,7.012740397000001,43.80041104,mungbean,62,0.1111111111111111,0.18181818181818182,1.6363636363636365
10,59,22,28.60901145,86.99495766,7.1556850160000005,36.94616965,mungbean,91,0.1694915254237288,0.45454545454545453,2.6818181818181817
14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,mungbean,83,0.2916666666666667,0.6666666666666666,2.2857142857142856
8,50,21,28.62911222,89.11480590000002,6.218923893,50.49913241,mungbean,79,0.16,0.38095238095238093,2.380952380952381
20,40,15,29.57329479,88.07505524,7.199495367999999,45.04467075,mungbean,75,0.5,1.3333333333333333,2.6666666666666665
36,43,22,27.82684262,87.16679147,6.3898821660000005,58.37249772,mungbean,101,0.8372093023255814,1.6363636363636365,1.9545454545454546
14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,mungbean,86,0.24561403508771928,0.9333333333333333,3.8
11,60,23,27.33684386,88.50229102,7.033012777000001,51.09802625,mungbean,94,0.18333333333333332,0.4782608695652174,2.608695652173913
10,59,15,29.83040388,89.30428305,6.32400451,58.86687093,mungbean,84,0.1694915254237288,0.6666666666666666,3.933333333333333
7,60,25,28.2753171,82.76020821,6.397636709,56.04995423,mungbean,92,0.11666666666666667,0.28,2.4
2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,mungbean,64,0.0425531914893617,0.13333333333333333,3.1333333333333333
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,mungbean,87,0.4444444444444444,0.9090909090909091,2.0454545454545454
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,mungbean,56,0.05128205128205128,0.13333333333333333,2.6
27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,mungbean,91,0.675,1.125,1.6666666666666667
35,48,15,27.10818093,87.45126690000002,6.981758362000001,55.03723979,mungbean,98,0.7291666666666666,2.3333333333333335,3.2
4,59,25,27.68515114,81.94268594,6.227134139,54.62243308,mungbean,88,0.06779661016949153,0.16,2.36
1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,mungbean,73,0.020833333333333332,0.041666666666666664,2.0
36,43,21,28.36319404,84.8593608,7.140437859,52.93031105,mungbean,100,0.8372093023255814,1.7142857142857142,2.0476190476190474
11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,mungbean,81,0.2391304347826087,0.4583333333333333,1.9166666666666667
34,47,19,27.31372793,85.44815232,6.5687954039999985,53.15223123,mungbean,100,0.723404255319149,1.7894736842105263,2.473684210526316
21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,mungbean,83,0.4772727272727273,1.1666666666666667,2.4444444444444446
17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,mungbean,95,0.29310344827586204,0.85,2.9
25,40,21,27.73329078,81.13903037,6.248900919,44.17580911,mungbean,86,0.625,1.1904761904761905,1.9047619047619047
2,38,18,27.53632932,89.92908171,6.619891497999999,45.48591922,mungbean,58,0.05263157894736842,0.1111111111111111,2.111111111111111
9,48,20,29.66461594,84.28187572,6.377568542000001,56.09542002,mungbean,77,0.1875,0.45,2.4
37,49,25,29.914544300000006,85.85384444,6.415459592,41.39081525,mungbean,111,0.7551020408163265,1.48,1.96
36,38,15,28.36363858,87.59810657,6.3206620120000006,57.99524359,mungbean,89,0.9473684210526315,2.4,2.533333333333333
40,58,15,29.46416042,87.60890009,6.978400282000001,43.15411472,mungbean,113,0.6896551724137931,2.6666666666666665,3.8666666666666667
30,44,16,29.73013036,82.89166381,6.442335592999999,50.91511275,mungbean,90,0.6818181818181818,1.875,2.75
1,59,23,27.46852989,87.17649,7.184398832,43.78420984,mungbean,83,0.01694915254237288,0.043478260869565216,2.5652173913043477
9,48,22,27.77076285,87.09979549,6.402926221,49.50812624,mungbean,79,0.1875,0.4090909090909091,2.1818181818181817
14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,mungbean,72,0.34146341463414637,0.8235294117647058,2.411764705882353
35,52,19,27.10606808,89.89593328,6.698574085,37.45680611,mungbean,106,0.6730769230769231,1.8421052631578947,2.736842105263158
31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,mungbean,96,0.6458333333333334,1.8235294117647058,2.823529411764706
4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,mungbean,65,0.0975609756097561,0.2,2.05
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,mungbean,92,0.8108108108108109,1.2,1.48
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,mungbean,64,0.2571428571428571,0.45,1.75
20,41,20,29.27308605,89.4875022,7.073048264,50.9246554,mungbean,81,0.4878048780487805,1.0,2.05
37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,mungbean,110,0.74,1.608695652173913,2.1739130434782608
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,mungbean,90,0.9714285714285714,1.619047619047619,1.6666666666666667
14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,mungbean,66,0.3783783783783784,0.9333333333333333,2.466666666666667
23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,mungbean,84,0.5897435897435898,1.0454545454545454,1.7727272727272727
5,45,21,28.36291385,88.00989267,6.487124217000001,43.05130077,mungbean,71,0.1111111111111111,0.23809523809523808,2.142857142857143
22,37,20,27.62749466,86.49366929,6.605733067999999,39.26137642,mungbean,79,0.5945945945945946,1.1,1.85
40,51,17,28.66086349,86.12194568,6.860602782000001,50.01534317,mungbean,108,0.7843137254901961,2.3529411764705883,3.0
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,mungbean,103,0.48214285714285715,1.35,2.8
31,40,22,29.40889385,86.16063492,6.365513634,53.35486977,mungbean,93,0.775,1.4090909090909092,1.8181818181818181
38,36,21,28.02952623,84.8845732,6.5563729660000005,36.12042927,mungbean,95,1.0555555555555556,1.8095238095238095,1.7142857142857142
6,37,17,28.08657178,80.35005927,6.760694227999999,38.14476781,mungbean,60,0.16216216216216217,0.35294117647058826,2.176470588235294
6,47,18,29.16174608,80.28038146,6.715276662999999,40.16545979,mungbean,71,0.1276595744680851,0.3333333333333333,2.611111111111111
24,44,17,29.8596912,80.03499648,6.666380512000001,50.66487502,mungbean,85,0.5454545454545454,1.411764705882353,2.588235294117647
25,59,19,29.06631494,83.6869203,6.626629798,43.95183726,mungbean,103,0.423728813559322,1.3157894736842106,3.1052631578947367
32,56,21,27.38538997,88.66663953,6.702772465,58.29933073,mungbean,109,0.5714285714285714,1.5238095238095237,2.6666666666666665
8,45,18,27.93034941,85.42058715,7.011030515,43.25095608,mungbean,71,0.17777777777777778,0.4444444444444444,2.5
19,39,17,29.2808618,81.8009244,6.890156495,44.47427436,mungbean,75,0.48717948717948717,1.1176470588235294,2.2941176470588234
39,37,15,28.9973145,83.78911515,6.821747052,59.84499208,mungbean,91,1.054054054054054,2.6,2.466666666666667
33,37,19,27.92678579,86.5543196,7.183189922,43.4826194,mungbean,89,0.8918918918918919,1.736842105263158,1.9473684210526316
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,mungbean,97,0.48148148148148145,1.5294117647058822,3.176470588235294
21,51,15,29.36488409,89.1886954,6.679127482,48.30159325,mungbean,87,0.4117647058823529,1.4,3.4
22,54,20,28.56149805,83.63802195,6.689825155,41.013132,mungbean,96,0.4074074074074074,1.1,2.7
29,45,16,28.43683487,87.91332682,6.583381939,43.12063289,mungbean,90,0.6444444444444445,1.8125,2.8125
4,40,21,28.79728147,80.45744422,6.725551062,44.30070517,mungbean,65,0.1,0.19047619047619047,1.9047619047619047
10,37,22,28.7275267,89.12760359,7.0697478139999985,58.52974279,mungbean,69,0.2702702702702703,0.45454545454545453,1.6818181818181819
4,44,19,27.95639663,83.52706038,6.921993877999999,43.25726752,mungbean,67,0.09090909090909091,0.21052631578947367,2.3157894736842106
20,45,17,28.17458662,83.69659318,6.770955317,37.2464655,mungbean,82,0.4444444444444444,1.1764705882352942,2.6470588235294117
23,45,23,28.77653519,86.69133979,6.983130466,56.12443206,mungbean,91,0.5111111111111111,1.0,1.9565217391304348
25,48,21,28.438097,83.48991368,6.267684328,52.55469976,mungbean,94,0.5208333333333334,1.1904761904761905,2.2857142857142856
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,blackgram,150,0.7088607594936709,3.7333333333333334,5.266666666666667
25,62,21,26.73433965,68.13999721,7.040056094,67.15096376,blackgram,108,0.4032258064516129,1.1904761904761905,2.9523809523809526
42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,blackgram,125,0.6885245901639344,1.9090909090909092,2.772727272727273
42,73,25,34.03679184,67.21113844,6.501869314,73.23573601,blackgram,140,0.5753424657534246,1.68,2.92
